,Title,Genre,Image_Link
96,Double Indemnity,Crime,https://www.metacritic.com/a/img/resize/4dbc70481dfe9d809942a044193530c78f278a25/catalog/provider/2/2/2-063e93f68ae5239adfbb0cc7ee29f64e.jpg?auto=webp&fit=cover&height=132&width=88
97,Sunrise,Drama,https://www.metacritic.com/a/img/resize/65172ff47bea362d5da58da337fd01241788c646/catalog/provider/2/2/2-836cbc0ebc7a74596f72dc104616f451.jpg?auto=webp&fit=cover&height=132&width=88
98,Pulp Fiction,Crime,https://www.metacritic.com/a/img/resize/90c6f08c836f1879f65c95bc22caf6939d3c9408/catalog/provider/2/2/2-0267c3bb3c2a782833e67bab398383e5.jpg?auto=webp&fit=cover&height=132&width=88
99,Our Body,Documentary,https://www.metacritic.com/a/img/resize/f9ffa294a9dcb0a243a4599d8022bbaab58d00c5/catalog/provider/2/2/2-4116edbb2e60665b38c65e77e4f846d1.jpg?auto=webp&fit=cover&height=132&width=88
100,La Dolce Vita,Comedy,https://www.metacritic.com/a/img/resize/dc986d5ee21ee5c383998cb3f1f0b7bdbe5bcad5/catalog/provider/2/2/2-22ca40a4a6ad145e6ba860dbc73ce1a5.jpg?auto=webp&fit=cover&height=132&width=88
101,Schindler's List,Biography,https://www.metacritic.com/a/img/resize/662493c70cd90b81f610c69eef3401e8af4ce611/catalog/provider/2/2/2-b34602d07fdd76ef0b8c6fa0870d5860.jpg?auto=webp&fit=cover&height=132&width=88
102,WALL-E,Animation,https://www.metacritic.com/a/img/resize/2d6454ef8acc62c4b32150898a74c7dd6c01d779/catalog/provider/2/2/2-4edbd70f54caaba2e1896d92332e5523.jpg?auto=webp&fit=cover&height=132&width=88
103,Carol,Drama,https://www.metacritic.com/a/img/resize/7b3783def087f9b94e7a0391870fc81d08cc8449/catalog/provider/2/2/2-f7316f7e14637d049239318771fdd1a0.jpg?auto=webp&fit=cover&height=132&width=88
104,Before Midnight,Drama,https://www.metacritic.com/a/img/resize/78af1933474ab1cabef0d370e40e4a6b1bd060b3/catalog/provider/2/2/2-98765357862ddef3f36629a1fffc9f4c.jpg?auto=webp&fit=cover&height=132&width=88
105,Amazing Grace,Documentary,https://www.metacritic.com/a/img/resize/c9768aca6700508b5935047cbf28b68056b14c9e/catalog/provider/2/2/2-72fdea2b464698b4d90ddcb2a8fa7acd.jpg?auto=webp&fit=cover&height=132&width=88
106,Dunkirk,Action,https://www.metacritic.com/a/img/resize/b7fc2bc462e7521f93c8a5ceacd8eb63ea36feae/catalog/provider/2/2/2-5add7a1926af298b321b5359df4d6968.jpg?auto=webp&fit=cover&height=132&width=88
107,The Man Who Shot Liberty Valance,Drama,https://www.metacritic.com/a/img/resize/1ea414b8120f0a4817b02583faedac50ab1fb74f/catalog/provider/2/2/2-c3786767db4a9375547f496fe5739416.jpg?auto=webp&fit=cover&height=132&width=88
108,The Searchers,Adventure,https://www.metacritic.com/a/img/resize/a094460fe0c86e222010622c56eeb2ef6d3342cd/catalog/provider/2/2/2-64d572ce1f5b5fa87dace6d1e28d0d24.jpg?auto=webp&fit=cover&height=132&width=88
109,45 Years,Drama,https://www.metacritic.com/a/img/resize/6a5bd5bbb7974005d66c3fe569c21e3786ea3145/catalog/provider/2/2/2-7e75f9d82b9daa3efdb74ef6d7d5505f.jpg?auto=webp&fit=cover&height=132&width=88
110,Taxi Driver,Crime,https://www.metacritic.com/a/img/resize/0463debe50a56c4127374a4febe28200fa6b8fcb/catalog/provider/5/2/5-tt0075314.jpg?auto=webp&fit=cover&height=132&width=88
111,The Servant,Drama,https://www.metacritic.com/a/img/resize/4933934df31e7b3062289ca9076aaff7574993bf/catalog/provider/2/2/2-970d14909d7e958a01ffb46eb5395556.jpg?auto=webp&fit=cover&height=132&width=88
112,Yi Yi,Drama,https://www.metacritic.com/a/img/resize/00c17f0d5243e0a3da95f7bf7b40365e0b32c477/catalog/provider/2/2/2-8a44dd121e4965feedaac219a614514c.jpg?auto=webp&fit=cover&height=132&width=88
113,The Manchurian Candidate,Drama,https://www.metacritic.com/a/img/resize/fa3e1329cd1241ccd1cff87f89bfae86a5269cd1/catalog/provider/2/2/2-73898531de899dc2995a075e61e77544.jpg?auto=webp&fit=cover&height=132&width=88
114,Mr. Turner,Biography,https://www.metacritic.com/a/img/resize/ab3c4c74e14b05ba2c1e63a1de83e059fe423921/catalog/provider/2/2/2-693ad75855a16a331e6c7d9c779c5005.jpg?auto=webp&fit=cover&height=132&width=88
115,Past Lives,Drama,https://www.metacritic.com/a/img/resize/ba29d2ddbe02fc64329261d8d9c02f4b93531758/catalog/provider/2/2/2-893c14d5d71f29a7d31f3261eec83c77.jpg?auto=webp&fit=cover&height=132&width=88
116,The Irishman,Biography,https://www.metacritic.com/a/img/resize/b70d25c08426b43fcd6afffba8cdefb2aefeb9cd/catalog/provider/2/2/2-b022f34b803cf413ed14417873847245.jpg?auto=webp&fit=cover&height=132&width=88
117,Grave of the Fireflies (1988),Animation,https://www.metacritic.com/a/img/resize/b6bbf71f1b600b2d990588494419fb7f04338d21/catalog/provider/2/2/2-0d7d8049ee437f62fd1c077572c270e7.jpg?auto=webp&fit=cover&height=132&width=88
118,"Crouching Tiger, Hidden Dragon",Action,https://www.metacritic.com/a/img/resize/f3a427e3ad483446ba1afc7488b618f6d32978a4/catalog/provider/2/2/2-32f084c0e68df0c73a8cfb04b8eaa17b.jpg?auto=webp&fit=cover&height=132&width=88
119,The Wild Child,Biography,https://www.metacritic.com/a/img/resize/5d9b99bafa535fa86e2e251c834a8d56a568a12c/catalog/provider/2/2/2-66264b9055d3370840b2b3144441a6f4.jpg?auto=webp&fit=cover&height=132&width=88
120,Stop Making Sense,Documentary,https://www.metacritic.com/a/img/resize/a8ecf680e6e92281d46d58b979a9dee113268f13/catalog/provider/5/2/5-tt0088178.jpg?auto=webp&fit=cover&height=132&width=88
121,Shadow of a Doubt,Film-Noir,https://www.metacritic.com/a/img/resize/77947dd333b7b945df29c7fff91a4cdde2efb5a2/catalog/provider/2/2/2-8f8bd919778ccafcddd6afc24015116d.jpg?auto=webp&fit=cover&height=132&width=88
122,Inside Out,Animation,https://www.metacritic.com/a/img/resize/54c04aa6b209fdf9bf3aface7457b9bfdfd036fc/catalog/provider/2/2/2-ec41dc3dbeb08defaa20a5ff93a1fc64.jpg?auto=webp&fit=cover&height=132&width=88
123,Sideways,Comedy,https://www.metacritic.com/a/img/resize/cbdb68945b1b2b176b2bf53edcd59a1518cd1592/catalog/provider/2/2/2-2f26665baadde7407330799bf17f4f07.jpg?auto=webp&fit=cover&height=132&width=88
124,Meet Me in St. Louis,Comedy,https://www.metacritic.com/a/img/resize/7fdd6d6d7c0185acc2eb40531b9bccfdddb87cb7/catalog/provider/2/2/2-e51f831d5ef7518d85f95afd3d22f5c7.jpg?auto=webp&fit=cover&height=132&width=88
125,Sunset Boulevard,Drama,https://www.metacritic.com/a/img/resize/bd67356330291861a226e9b43c36721129b74dec/catalog/provider/2/2/2-213d1a9fb56a3f47f49e80f4c46ac9c2.jpg?auto=webp&fit=cover&height=132&width=88
126,The Apartment,Comedy,https://www.metacritic.com/a/img/resize/10a791f4b8f274565107541069a1d88cb5402dcf/catalog/provider/2/2/2-6a39daac2261daccbefa719646a6c015.jpg?auto=webp&fit=cover&height=132&width=88
127,Apocalypse Now,Drama,https://www.metacritic.com/a/img/resize/59d44173f462c1d13a92de03d867f9e40617f1a6/catalog/provider/2/2/2-6881a92831f979f968758c9ce18ffcc9.jpg?auto=webp&fit=cover&height=132&width=88
128,The Gunfighter,Western,https://www.metacritic.com/a/img/resize/7ada1efca5847307dedd9a71d813f99aeaf1a3a5/catalog/provider/2/2/2-ea95ad21f9d88deacdb34d823893e5ff.jpg?auto=webp&fit=cover&height=132&width=88
129,We Were Here,Documentary,https://www.metacritic.com/a/img/resize/9376e245b84b8010ff8178347441e995bd1181d8/catalog/provider/2/2/2-a1986577c1cdc8527b3fe87736b8013c.jpg?auto=webp&fit=cover&height=132&width=88
130,Faces Places,Documentary,https://www.metacritic.com/a/img/resize/4b0a31d6f2d3cc108bc244a1e8e154d607b72070/catalog/provider/2/2/2-a8261d3d9b74c5e9293e5a5c2238fe02.jpg?auto=webp&fit=cover&height=132&width=88
131,Days of Heaven,Drama,https://www.metacritic.com/a/img/resize/fe3d3ada130687f47ba98ed0b17853f87e93ff2d/catalog/provider/5/2/5-tt0077405.jpg?auto=webp&fit=cover&height=132&width=88
132,Chimes at Midnight,Comedy,https://www.metacritic.com/a/img/resize/580a6a1c366a0e28a8fe7e362db06142fb8df5e8/catalog/provider/2/2/2-3ece16ecca9a905ba92dfb0f55444d3e.jpg?auto=webp&fit=cover&height=132&width=88
133,The Lord of the Rings: The Return of the King,Action,https://www.metacritic.com/a/img/resize/55432e7c1cdcbc89cee87126aa748cfec7c2358a/catalog/provider/2/2/2-4680e9cab5513911a0aed1d6c3b2fe14.jpg?auto=webp&fit=cover&height=132&width=88
134,Call Me by Your Name,Drama,https://www.metacritic.com/a/img/resize/b44fcf66249088c1eca15e8a4f131f742ce95f99/catalog/provider/2/2/2-5d55cb02c14d87af4658891e13e3f156.jpg?auto=webp&fit=cover&height=132&width=88
135,Trenque Lauquen Parte II,Drama,https://www.metacritic.com/a/img/resize/e5c086ddf30aa27e6c0fa2cebc30a8aec8727eab/catalog/provider/5/2/5-tt21378970.jpg?auto=webp&fit=cover&height=132&width=88
136,Trenque Lauquen Parte I,Drama,https://www.metacritic.com/a/img/resize/ed4d0db45a83d6ee21a8e18e474a6817ff3826c5/catalog/provider/2/2/2-b548e1314fd44d16f427a313ab08149a.jpg?auto=webp&fit=cover&height=132&width=88
137,Carlos,Biography,https://www.metacritic.com/a/img/resize/de18b7f61188a97eff14a1a6b44151dbb7f39d0a/catalog/provider/2/2/2-14cfd7ce27817f8fed4dbef67013704c.jpg?auto=webp&fit=cover&height=132&width=88
138,Marriage Story,Drama,https://www.metacritic.com/a/img/resize/3f70b453fb1413d6f5e83ec94dcf800097c217a7/catalog/provider/2/2/2-cb8630158e858e7d564475b509c0f638.jpg?auto=webp&fit=cover&height=132&width=88
139,The French Connection,Action,https://www.metacritic.com/a/img/resize/652c631f00d91701f2deaf63fb805c56f0661c48/catalog/provider/2/2/2-5befc9515b10e079e4715c49f21fdec1.jpg?auto=webp&fit=cover&height=132&width=88
140,Elevator to the Gallows,Crime,https://www.metacritic.com/a/img/resize/960b5f546a48c11b4eb2e8ad1e23d016b1a88eca/catalog/provider/2/2/2-6e94a79d587c064b532e892b9fab34c3.jpg?auto=webp&fit=cover&height=132&width=88
141,La La Land,Comedy,https://www.metacritic.com/a/img/resize/d62324ecabb1139d060a5458865c9d2254ced324/catalog/provider/2/2/2-7e77447d390fab6310dc70d92b8ae073.jpg?auto=webp&fit=cover&height=132&width=88
142,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",Drama,https://www.metacritic.com/a/img/resize/7ac9fae852ab66bc4490df0d29fa8a73bd3af20c/catalog/provider/2/2/2-4eef52ed301279572e20c27e22f6ef8a.jpg?auto=webp&fit=cover&height=132&width=88
143,Petite Maman,Drama,https://www.metacritic.com/a/img/resize/d667d2928ddcfd510dc60f1e1edf906a74004642/catalog/provider/2/2/2-0a1a44013f3c6af062694277582b3835.jpg?auto=webp&fit=cover&height=132&width=88
144,The Discreet Charm of the Bourgeoisie [re-release],Comedy,https://www.metacritic.com/a/img/resize/1d38644f60830093f14e0a0fd87a105fedb78f91/catalog/provider/2/2/2-e7ac9ef8e8167fb8dd0fe8897c57d132.jpg?auto=webp&fit=cover&height=132&width=88
145,Lady Bird,Comedy,https://www.metacritic.com/a/img/resize/a11a86b4f8e59e2365f9f7ca760b4429fa46482f/catalog/provider/2/2/2-9841243654ba35ff57df54de4ae9b18c.jpg?auto=webp&fit=cover&height=132&width=88
146,The Magnificent Ambersons,Drama,https://www.metacritic.com/a/img/resize/2c29e3adfe05236e6d4bf965e52d5889c27eba67/catalog/provider/2/2/2-9ecb7b1470c44d4a25ee938981c410dd.jpg?auto=webp&fit=cover&height=132&width=88
147,Reversal of Fortune,Biography,https://www.metacritic.com/a/img/resize/8aadfd9cdaed344bf435414bd78327a83951ead7/catalog/provider/2/2/2-cf7534b760eb72bb9b981861a5645d97.jpg?auto=webp&fit=cover&height=132&width=88
148,Rio Bravo,Drama,https://www.metacritic.com/a/img/resize/9a6eba85784314bee39c210121658409643b87ba/catalog/provider/2/2/2-98930a4cce4ee1b7c403cf4e60c40b76.jpg?auto=webp&fit=cover&height=132&width=88
149,David Byrne’s American Utopia,Documentary,https://www.metacritic.com/a/img/resize/9c3c20fe4506eb6c3337ba65efb6626fe2d7ee92/catalog/provider/2/2/2-279fbacfdfa3a24cb4347977af6bc7d9.jpg?auto=webp&fit=cover&height=132&width=88
150,Masculine Feminine,Drama,https://www.metacritic.com/a/img/resize/9f4ebabdfd23eb5e50e4b37b86f8691108793a64/catalog/provider/2/2/2-50f331238a0dbea6e18968496f8dfda4.jpg?auto=webp&fit=cover&height=132&width=88
151,Shoplifters,Crime,https://www.metacritic.com/a/img/resize/74e9a2048af260950222a86fc8559d018c099d8d/catalog/provider/2/2/2-e762887274350544d2cf6c7937a762b3.jpg?auto=webp&fit=cover&height=132&width=88
152,Shoah: Four Sisters,Documentary,https://www.metacritic.com/a/img/resize/471ccaf238888df18d3b76e13a69f524310650eb/catalog/provider/2/2/2-62ce24364687a5169baecb03b9a35ba9.jpg?auto=webp&fit=cover&height=132&width=88
153,Duck Soup,Comedy,https://www.metacritic.com/a/img/resize/129caec86156fec0e0520a9d2c3aa7e5f32f1c2c/catalog/provider/2/2/2-c7da8862dcc20bcdee7d834775948e6a.jpg?auto=webp&fit=cover&height=132&width=88
154,The 39 Steps,Crime,https://www.metacritic.com/a/img/resize/73f3038d9b0fff2fcf958dd74b844b596bd2e508/catalog/provider/2/2/2-b05e018c86fa3697974518d60591dd31.jpg?auto=webp&fit=cover&height=132&width=88
155,Toni Erdmann,Comedy,https://www.metacritic.com/a/img/resize/d2ceacc70c2246287cccb391edc469cbbcec68fa/catalog/provider/2/2/2-87a37838bdb65e4c1b12514430fe7ae9.jpg?auto=webp&fit=cover&height=132&width=88
156,McCabe & Mrs. Miller,Drama,https://www.metacritic.com/a/img/resize/d2d1423cc8c6ec53016b537079bf0643420629a7/catalog/provider/2/2/2-b309475b84277d1e30cdab367ee9da86.jpg?auto=webp&fit=cover&height=132&width=88
157,Inside Llewyn Davis,Drama,https://www.metacritic.com/a/img/resize/d3fd0d66dad316741fdd9491b3d0a598d153f81f/catalog/provider/2/2/2-1247ddf829385a4570f23d9a74aaff72.jpg?auto=webp&fit=cover&height=132&width=88
158,The Best Years of Our Lives,Drama,https://www.metacritic.com/a/img/resize/7097430730784d9b99cf7ef7502319b5a0afc73c/catalog/provider/2/2/2-1db8a737c223d59346a47ee7dbcf8709.jpg?auto=webp&fit=cover&height=132&width=88
159,Band of Outsiders,Comedy,https://www.metacritic.com/a/img/resize/0fc8aec7fc3515dadd0644719fd99fccf251b3a5/catalog/provider/2/2/2-4b20347ee37578355783504b41a8e455.jpg?auto=webp&fit=cover&height=132&width=88
160,Stagecoach,Adventure,https://www.metacritic.com/a/img/resize/fdd5f48c84ef155ba14013a1b13bc0fa1cafefe8/catalog/provider/2/2/2-a6aac002c42d99171e0a6d74cf85e98a.jpg?auto=webp&fit=cover&height=132&width=88
161,Inside the Yellow Cocoon Shell,Drama,https://www.metacritic.com/a/img/resize/d0b4b976f86e4f96b0e4bae1bb172e1c48bc3234/catalog/provider/7/2/7-1702069043.jpg?auto=webp&fit=cover&height=132&width=88
162,Days of Being Wild (re-release),Crime,https://www.metacritic.com/a/img/resize/5c1bf611d51285f1248894e3380ffd1a3e1508b2/catalog/provider/2/2/2-c9f6f46e6ce9b83cd1959dfdf6d45bea.jpg?auto=webp&fit=cover&height=132&width=88
163,Sherpa,Documentary,https://www.metacritic.com/a/img/resize/ffb78b3e2560281c977d60448ad5b62afc566d14/catalog/provider/2/2/2-83789aa521d7a7a10473bb311623ec41.jpg?auto=webp&fit=cover&height=132&width=88
164,There Will Be Blood,Drama,https://www.metacritic.com/a/img/resize/06029d095c89349bbc5af8b0a77e3359b4ba3698/catalog/provider/2/2/2-bdf7fb8e5ac4e17a76ebda5bca6b35f0.jpg?auto=webp&fit=cover&height=132&width=88
165,Tristana (re-release),Drama,https://www.metacritic.com/a/img/resize/d06389b37713b99370488fe6043092d9371d4a03/catalog/provider/2/2/2-3f8dbc7fcf75b8dc3e7065c5fa700bf5.jpg?auto=webp&fit=cover&height=132&width=88
166,The Last Picture Show,Drama,https://www.metacritic.com/a/img/resize/79d6fbce0dd00b996373796846f66835056aa46c/catalog/provider/2/2/2-577a8ae005719e27136b2375cc55cf99.jpg?auto=webp&fit=cover&height=132&width=88
167,Hard to Be a God,Drama,https://www.metacritic.com/a/img/resize/acf97869a4d0eabdf7ecc146b9b423730905dd35/catalog/provider/2/2/2-1a5255f296a2bfef002944e74425e4c0.jpg?auto=webp&fit=cover&height=132&width=88
168,Do the Right Thing,Comedy,https://www.metacritic.com/a/img/resize/970a8242df5e2a2bdd31002d8085bc2caa2e5550/catalog/provider/2/2/2-9f8fc780a3ad766e07cd99ad5d826fa8.jpg?auto=webp&fit=cover&height=132&width=88
169,Sita Sings the Blues,Animation,https://www.metacritic.com/a/img/resize/2d61205742203f2e592fce84bd0d0d3a00978254/catalog/provider/2/2/2-cba2ff25f20d111f2bccc6beea27e106.jpg?auto=webp&fit=cover&height=132&width=88
170,The Decline of Western Civilization,Documentary,https://www.metacritic.com/a/img/resize/f45cc4fe264f0b9ccacd61df04ada25c87c2fbc3/catalog/provider/2/2/2-b117d219f7f1d4529a173b0ac7ae9dfe.jpg?auto=webp&fit=cover&height=132&width=88
171,Yojimbo,Action,https://www.metacritic.com/a/img/resize/78bc9a5a01216357f71549b37f2172d35076a941/catalog/provider/2/2/2-464a8be715362edbe7fa39ed7f91bb1a.jpg?auto=webp&fit=cover&height=132&width=88
172,Top Hat,Comedy,https://www.metacritic.com/a/img/resize/27419fae98bae5d4c076267b63f9563ac958c6f4/catalog/provider/2/2/2-cc511daeb421d702f28a5b709f92ed59.jpg?auto=webp&fit=cover&height=132&width=88
173,Brother's Keeper,Documentary,https://www.metacritic.com/a/img/resize/86efb80f4fa4e1b3ffea6a08612d5013aafa5d42/catalog/provider/2/2/2-a777ce292421057f2edacc996d02e146.jpg?auto=webp&fit=cover&height=132&width=88
174,Badlands,Action,https://www.metacritic.com/a/img/resize/d863bd95126b74556d408c668277a7c212fd7699/catalog/provider/5/2/5-tt0069762.jpg?auto=webp&fit=cover&height=132&width=88
175,Sankofa,Drama,https://www.metacritic.com/a/img/resize/ab104dfeea07377b50aaa16a1534b0864e1278d1/catalog/provider/2/2/2-de58516f8624961734b25cba9587df37.jpg?auto=webp&fit=cover&height=132&width=88
176,Crumb,Documentary,https://www.metacritic.com/a/img/resize/3a8219dc34806adf05dae3ed1c59da71ea057ae5/catalog/provider/2/2/2-5bd7be538ab79bab011b758c7261be8f.jpg?auto=webp&fit=cover&height=132&width=88
177,No Bears,Drama,https://www.metacritic.com/a/img/resize/adb0f2d3ae70957f1b9a8118fe1d228c0e3008b2/catalog/provider/2/2/2-206f9aab28c7bfb792ffec970b994b8f.jpg?auto=webp&fit=cover&height=132&width=88
178,8½,Drama,https://www.metacritic.com/a/img/resize/93642fd3454e0189db36b2ad6a9456710a225a66/catalog/provider/2/2/2-f30873b44f32a0ac2c45f94ffe30dba6.jpg?auto=webp&fit=cover&height=132&width=88
179,Spotlight,Biography,https://www.metacritic.com/a/img/resize/35758d6a35b5992b36081c441e9dd3869b461a25/catalog/provider/2/2/2-337ed9394803aa3e504a12ae7abf5eaf.jpg?auto=webp&fit=cover&height=132&width=88
180,Solaris (1972),Drama,https://www.metacritic.com/a/img/resize/7144a74363431e934d4ea9166b14b7e33673662a/catalog/provider/2/2/2-83ed65971aac932e81b1078cbc0a10fe.jpg?auto=webp&fit=cover&height=132&width=88
181,The Band Wagon,Comedy,https://www.metacritic.com/a/img/resize/b719625a8b2bd960a08a0a91a3ab17667e159bd6/catalog/provider/2/2/2-7c193958aec26365f422cd1b16c5becc.jpg?auto=webp&fit=cover&height=132&width=88
182,Late Spring (1949),Drama,https://www.metacritic.com/a/img/resize/01e0e1b2c7adfce618c2ff23bdf8200408d67216/catalog/provider/2/2/2-0f3c1d2872a68790921a41d6ca21ea98.jpg?auto=webp&fit=cover&height=132&width=88
183,Ikiru,Drama,https://www.metacritic.com/a/img/resize/dca9801fbf3903c7a3ba5ca16586a7ddd978517e/catalog/provider/2/2/2-263375bb7c2aa10645379b376f6a6d88.jpg?auto=webp&fit=cover&height=132&width=88
184,One More Time with Feeling,Documentary,https://www.metacritic.com/a/img/resize/10915838ccb4d96aa32badee23eef1b8c0aec1bd/catalog/provider/2/2/2-4ecd6f83c9c67281faf679564c66d8e6.jpg?auto=webp&fit=cover&height=132&width=88
185,The Wizard of Oz,Adventure,https://www.metacritic.com/a/img/resize/f17526f057b8ab0f1db54b80a2340ab4e9a6f47e/catalog/provider/2/2/2-0897b5a921260277f97273fdc546e352.jpg?auto=webp&fit=cover&height=132&width=88
186,Sugarcane,Documentary,https://www.metacritic.com/a/img/resize/e616cab3836e9486f4eedfdadc8ffe5a427ed450/catalog/provider/7/2/7-1706382639.jpg?auto=webp&fit=cover&height=132&width=88
187,Ride the High Country,Drama,https://www.metacritic.com/a/img/resize/145013a90d9b4b948a27bd24ac8ffe9ee6ad437b/catalog/provider/2/2/2-0d4aa98bd4ed0d35793a62bc570960f4.jpg?auto=webp&fit=cover&height=132&width=88
188,The Diving Bell and the Butterfly,Biography,https://www.metacritic.com/a/img/resize/838ec9829d7972972e60eb2d4404340247613620/catalog/provider/2/2/2-4f84e5b70fbd841411ea12dbad206ee5.jpg?auto=webp&fit=cover&height=132&width=88
189,Invasion of the Body Snatchers,Drama,https://www.metacritic.com/a/img/resize/a46f579256d60e55b1c9bbed28e995ede4d509d2/catalog/provider/2/2/2-a675dd269364253252e4b696362d9bd9.jpg?auto=webp&fit=cover&height=132&width=88
190,Uncut Gems,Crime,https://www.metacritic.com/a/img/resize/f032093dd998420e39b4eab5b36ac32871f86164/catalog/provider/2/2/2-426bceef6bdf19a6c18d96c33eb6fbfb.jpg?auto=webp&fit=cover&height=132&width=88
191,Close-Up,Biography,https://www.metacritic.com/a/img/resize/fa3a6e309918700709852ba43eb6899ba51a3613/catalog/provider/2/2/2-73fb924be5202bfb2f8dc1baf725d607.jpg?auto=webp&fit=cover&height=132&width=88
